,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
8455,0,54,161.0,64.0,21.0,95.0,40.7
14771,0,21,173.0,69.0,22.0,106.0,40.3
11235,0,53,167.0,61.0,9.0,84.0,39.5
1479,1,52,203.0,100.0,4.0,85.0,38.9
9063,1,65,176.0,82.0,15.0,97.0,40.1
12048,1,31,186.0,91.0,14.0,96.0,40.1
2899,0,27,155.0,53.0,22.0,108.0,40.6
4881,1,25,175.0,75.0,9.0,86.0,39.7
12375,1,44,181.0,84.0,30.0,114.0,40.9
5261,0,36,164.0,61.0,28.0,113.0,41.1
9090,1,29,178.0,83.0,28.0,104.0,40.8
14557,1,25,197.0,93.0,22.0,99.0,40.4
7199,0,39,159.0,59.0,5.0,88.0,39.3
10289,0,30,157.0,48.0,4.0,79.0,38.7
11771,0,26,168.0,66.0,16.0,102.0,40.2
4877,0,50,163.0,60.0,19.0,100.0,40.7
10084,1,27,175.0,79.0,16.0,93.0,40.1
9578,0,73,164.0,68.0,17.0,92.0,40.2
7414,0,43,164.0,59.0,28.0,114.0,40.9
11057,1,32,178.0,78.0,16.0,96.0,40.2
491,0,30,162.0,57.0,15.0,88.0,40.3
10095,1,21,195.0,100.0,19.0,103.0,40.5
12635,1,24,181.0,78.0,2.0,77.0,38.2
5479,0,22,165.0,58.0,25.0,99.0,40.7
14121,0,56,177.0,78.0,27.0,107.0,40.9
10686,0,59,168.0,67.0,13.0,89.0,39.8
5371,0,27,144.0,48.0,3.0,86.0,38.8
127,0,43,175.0,72.0,23.0,100.0,40.7
14806,1,50,196.0,101.0,5.0,86.0,39.3
6778,0,21,182.0,79.0,27.0,110.0,40.7
3980,1,65,179.0,80.0,6.0,91.0,39.5
7499,1,29,183.0,78.0,22.0,93.0,40.6
1264,0,68,151.0,58.0,2.0,75.0,38.0
13255,1,28,194.0,86.0,18.0,93.0,40.3
10436,1,76,187.0,92.0,22.0,104.0,40.6
10038,0,21,166.0,62.0,26.0,108.0,40.9
13901,1,43,178.0,78.0,16.0,94.0,40.1
9344,1,59,142.0,54.0,15.0,99.0,40.2
4533,1,59,193.0,94.0,24.0,101.0,40.8
9937,1,30,184.0,81.0,14.0,95.0,40.2
7791,0,70,174.0,72.0,16.0,85.0,40.6
275,0,79,178.0,80.0,25.0,104.0,40.5
13064,0,34,173.0,71.0,14.0,96.0,40.2
13122,0,23,173.0,72.0,18.0,94.0,40.0
10501,1,21,198.0,94.0,24.0,104.0,40.8
1272,1,32,167.0,66.0,5.0,83.0,39.3
8171,1,49,201.0,105.0,21.0,102.0,40.7
8902,1,65,193.0,96.0,16.0,87.0,40.4
5493,1,27,184.0,79.0,21.0,99.0,40.6
10932,0,27,163.0,59.0,26.0,107.0,40.7
1897,0,67,173.0,73.0,1.0,88.0,38.0
11891,1,27,175.0,74.0,13.0,102.0,40.1
13461,0,62,153.0,59.0,23.0,104.0,41.0
14180,1,44,201.0,102.0,10.0,88.0,39.8
7932,0,60,177.0,81.0,8.0,85.0,39.7
7195,1,54,186.0,88.0,7.0,92.0,39.7
4035,0,27,176.0,69.0,6.0,82.0,39.2
14728,1,22,177.0,79.0,16.0,91.0,40.4
13686,1,58,185.0,83.0,2.0,84.0,38.5
5890,0,30,152.0,51.0,24.0,101.0,40.7
8279,1,27,190.0,98.0,24.0,105.0,40.0
14860,0,30,165.0,65.0,16.0,101.0,40.3
8972,1,24,168.0,69.0,10.0,103.0,40.0
2826,0,23,173.0,65.0,15.0,98.0,40.2
715,0,21,140.0,48.0,27.0,106.0,40.6
12640,1,33,190.0,91.0,2.0,84.0,37.8
10228,1,29,190.0,90.0,2.0,88.0,38.6
2973,1,26,178.0,80.0,28.0,105.0,40.6
14897,0,35,169.0,67.0,4.0,83.0,38.6
1118,0,49,156.0,55.0,11.0,96.0,39.8
11528,0,21,169.0,60.0,5.0,84.0,39.2
9757,0,33,159.0,60.0,20.0,94.0,40.5
13414,1,22,175.0,75.0,15.0,97.0,40.3
6237,0,66,149.0,55.0,25.0,99.0,40.2
13726,0,65,186.0,79.0,7.0,77.0,39.2
5186,0,20,164.0,58.0,5.0,87.0,38.5
2316,1,26,187.0,89.0,13.0,89.0,40.1
10695,0,25,165.0,62.0,3.0,75.0,38.4
6624,0,58,162.0,60.0,21.0,106.0,40.8
10597,1,59,182.0,84.0,11.0,97.0,39.9
10085,0,25,153.0,50.0,9.0,89.0,39.8
13007,1,57,195.0,93.0,24.0,106.0,40.7
2458,0,63,171.0,68.0,7.0,84.0,39.8
5353,1,25,179.0,81.0,16.0,98.0,40.3
5407,1,29,182.0,80.0,9.0,93.0,39.5
14492,1,29,188.0,89.0,29.0,111.0,40.8
13282,0,33,160.0,62.0,3.0,83.0,38.6
5079,0,60,161.0,62.0,17.0,93.0,40.5
6393,1,21,193.0,89.0,14.0,96.0,39.7
9602,1,36,174.0,72.0,9.0,87.0,39.8
8500,0,29,178.0,68.0,5.0,77.0,39.2
10607,1,65,168.0,71.0,17.0,99.0,40.2
8023,0,35,184.0,79.0,21.0,102.0,40.4
13496,0,25,168.0,64.0,12.0,88.0,40.0
1864,1,23,179.0,80.0,29.0,101.0,41.0
11308,0,46,172.0,72.0,20.0,101.0,40.4
3724,0,43,167.0,63.0,9.0,94.0,39.6
3821,0,30,164.0,61.0,12.0,94.0,39.9
8736,1,26,198.0,100.0,26.0,106.0,40.9
1145,1,78,179.0,84.0,30.0,110.0,40.8
6925,1,26,194.0,94.0,8.0,84.0,39.3
14435,0,73,160.0,58.0,13.0,102.0,40.1
13351,1,26,197.0,101.0,16.0,93.0,40.5
733,0,29,140.0,40.0,16.0,101.0,40.0
8978,1,41,194.0,100.0,19.0,102.0,40.4
8833,1,21,187.0,86.0,23.0,96.0,41.0
7065,1,40,192.0,98.0,4.0,93.0,39.1
3282,1,52,186.0,93.0,6.0,90.0,39.4
2457,1,31,176.0,80.0,11.0,81.0,39.7
9971,0,47,172.0,75.0,10.0,82.0,39.8
7307,0,29,168.0,61.0,14.0,87.0,40.4
14527,0,57,164.0,66.0,22.0,92.0,40.5
14140,0,30,150.0,49.0,18.0,99.0,40.8
7624,1,29,159.0,67.0,16.0,97.0,40.0
12096,1,69,170.0,76.0,9.0,88.0,39.6
11208,0,28,162.0,66.0,4.0,83.0,38.9
8478,0,25,161.0,60.0,2.0,78.0,38.4
6092,0,23,162.0,62.0,28.0,107.0,40.4
4367,0,22,167.0,64.0,13.0,93.0,39.8
7873,1,33,188.0,91.0,29.0,113.0,40.8
4622,0,41,170.0,68.0,16.0,101.0,40.2
8861,0,43,179.0,77.0,2.0,83.0,37.9
12667,1,35,170.0,73.0,5.0,87.0,39.3
7278,0,28,149.0,54.0,22.0,97.0,40.6
14957,0,38,165.0,62.0,27.0,104.0,40.5
14599,0,73,160.0,63.0,10.0,80.0,40.1
5556,1,56,178.0,76.0,7.0,87.0,39.4
8614,0,21,155.0,58.0,25.0,105.0,40.7
5948,1,59,182.0,81.0,15.0,86.0,40.0
10137,0,35,164.0,59.0,10.0,88.0,40.0
13594,0,44,172.0,69.0,19.0,102.0,40.8
5437,1,47,185.0,85.0,8.0,97.0,39.9
14959,0,31,158.0,60.0,10.0,101.0,39.5
10744,1,21,186.0,88.0,24.0,102.0,40.7
6723,1,41,184.0,91.0,27.0,111.0,41.2
10073,0,58,159.0,65.0,4.0,77.0,38.8
8498,0,64,158.0,57.0,4.0,83.0,38.7
7872,0,26,164.0,58.0,18.0,98.0,40.4
6023,1,29,187.0,91.0,20.0,94.0,40.8
5436,0,20,164.0,61.0,18.0,94.0,40.6
14491,1,78,180.0,88.0,18.0,102.0,40.4
10031,0,67,164.0,67.0,22.0,105.0,40.4
11388,1,33,193.0,97.0,27.0,103.0,40.8
1793,1,21,189.0,90.0,23.0,103.0,40.9
1692,1,48,199.0,103.0,15.0,96.0,40.3
4787,1,36,181.0,84.0,17.0,93.0,40.6
12465,1,79,186.0,92.0,4.0,80.0,38.9
8294,0,54,177.0,75.0,10.0,91.0,39.7
493,0,32,147.0,51.0,4.0,83.0,39.1
6572,0,58,152.0,53.0,28.0,99.0,41.3
157,0,37,148.0,51.0,29.0,108.0,40.6
11746,1,38,179.0,81.0,16.0,93.0,40.3
14475,1,20,182.0,87.0,28.0,101.0,40.9
1463,0,25,157.0,54.0,3.0,76.0,38.4
4807,0,21,169.0,61.0,22.0,103.0,40.6
4176,0,39,163.0,65.0,7.0,85.0,39.6
4355,1,38,171.0,72.0,30.0,111.0,40.9
13968,1,21,172.0,75.0,22.0,102.0,40.5
8760,1,27,187.0,85.0,16.0,101.0,40.1
2287,1,57,171.0,78.0,14.0,85.0,40.0
7532,1,35,201.0,108.0,10.0,95.0,39.5
3351,1,70,186.0,82.0,28.0,102.0,41.0
4450,0,35,155.0,54.0,17.0,101.0,40.4
965,1,50,187.0,81.0,5.0,83.0,39.2
7198,1,64,162.0,67.0,20.0,104.0,40.2
6390,0,33,173.0,72.0,17.0,98.0,40.3
2252,0,41,176.0,71.0,13.0,89.0,39.9
8698,1,41,173.0,71.0,16.0,85.0,40.2
2578,1,38,181.0,81.0,20.0,101.0,40.3
438,1,36,206.0,103.0,5.0,84.0,39.0
4119,0,26,150.0,49.0,24.0,104.0,40.9
8289,0,39,151.0,56.0,17.0,107.0,40.2
1614,1,69,198.0,101.0,23.0,109.0,40.6
11369,0,37,147.0,49.0,27.0,102.0,40.3
8977,1,69,186.0,83.0,29.0,114.0,40.9
4393,0,30,164.0,61.0,4.0,86.0,39.0
13935,0,43,160.0,65.0,16.0,99.0,40.1
12957,0,26,149.0,52.0,21.0,94.0,40.6
13107,1,57,184.0,85.0,14.0,91.0,40.3
467,0,57,149.0,56.0,13.0,91.0,39.9
10080,0,24,161.0,58.0,18.0,96.0,40.5
4604,0,26,166.0,64.0,20.0,92.0,40.3
756,0,46,154.0,57.0,11.0,97.0,40.2
4618,1,20,176.0,76.0,26.0,116.0,40.9
4201,0,25,156.0,51.0,22.0,99.0,40.7
2688,0,48,176.0,74.0,18.0,94.0,40.4
1090,1,76,183.0,85.0,11.0,87.0,40.0
6733,0,46,167.0,70.0,8.0,85.0,39.5
11018,0,23,179.0,80.0,15.0,95.0,39.9
4863,1,59,190.0,99.0,25.0,107.0,40.7
9926,0,22,176.0,69.0,14.0,91.0,40.2
5614,0,44,164.0,61.0,6.0,86.0,39.3
9231,1,79,176.0,81.0,6.0,101.0,39.1
1374,1,62,196.0,93.0,17.0,97.0,40.6
13422,0,28,168.0,70.0,28.0,104.0,40.6
1862,1,55,195.0,102.0,8.0,85.0,39.5
9551,0,36,164.0,60.0,17.0,100.0,40.2
5769,0,40,145.0,53.0,18.0,96.0,40.3
5952,1,38,193.0,91.0,13.0,100.0,40.0
4885,1,56,192.0,90.0,3.0,85.0,38.7
7918,0,26,166.0,61.0,26.0,99.0,40.8
8626,0,43,149.0,56.0,21.0,103.0,40.5
1878,0,23,148.0,47.0,8.0,87.0,39.5
14499,1,29,200.0,106.0,9.0,83.0,39.8
14297,1,42,183.0,77.0,7.0,93.0,39.8
10918,1,52,197.0,102.0,30.0,107.0,41.0
1119,1,22,185.0,80.0,27.0,112.0,40.7
11925,0,63,171.0,74.0,16.0,101.0,40.1
8629,1,26,185.0,85.0,15.0,93.0,40.2
11899,1,20,191.0,90.0,16.0,88.0,40.1
14759,0,67,164.0,65.0,21.0,105.0,40.6
12786,1,27,191.0,92.0,30.0,112.0,40.9
13010,1,79,192.0,98.0,7.0,79.0,39.3
2186,1,20,177.0,77.0,10.0,98.0,39.8
9671,1,73,170.0,77.0,8.0,85.0,39.6
10770,1,20,191.0,94.0,22.0,105.0,40.8
14818,0,23,169.0,62.0,15.0,87.0,40.1
3997,1,24,193.0,89.0,27.0,108.0,40.7
4935,1,66,184.0,86.0,25.0,106.0,40.4
14420,0,79,170.0,69.0,2.0,82.0,38.7
1432,1,22,176.0,71.0,7.0,88.0,39.7
4785,0,30,163.0,58.0,19.0,92.0,40.3
11028,1,79,195.0,105.0,20.0,98.0,40.7
6021,0,28,161.0,58.0,2.0,71.0,37.8
4902,1,26,197.0,90.0,24.0,104.0,40.7
2174,1,26,187.0,82.0,29.0,107.0,40.2
6388,1,27,185.0,79.0,18.0,94.0,40.0
3941,1,71,174.0,78.0,15.0,105.0,40.0
2102,1,77,206.0,106.0,10.0,95.0,40.0
13903,1,29,177.0,73.0,11.0,96.0,40.1
11863,1,23,195.0,93.0,2.0,81.0,38.5
2656,0,21,182.0,77.0,19.0,102.0,40.4
7250,1,33,176.0,80.0,28.0,107.0,40.8
7410,1,49,173.0,76.0,25.0,109.0,40.8
10894,1,38,176.0,83.0,26.0,107.0,40.6
1934,1,58,172.0,77.0,6.0,80.0,39.3
11539,1,24,176.0,82.0,20.0,107.0,40.2
2952,1,70,180.0,77.0,9.0,100.0,40.0
8158,1,20,192.0,94.0,20.0,103.0,40.6
7653,0,47,170.0,68.0,26.0,99.0,40.8
13114,0,44,161.0,65.0,19.0,100.0,40.8
11055,1,31,184.0,89.0,20.0,98.0,40.6
7281,0,33,156.0,58.0,18.0,98.0,40.5
13206,0,35,154.0,53.0,10.0,90.0,39.6
6384,1,28,170.0,72.0,10.0,91.0,39.7
13718,0,29,161.0,61.0,9.0,87.0,39.4
758,1,24,187.0,87.0,5.0,82.0,39.2
8860,1,22,176.0,78.0,12.0,91.0,40.1
3312,1,36,210.0,117.0,4.0,76.0,39.0
829,0,52,148.0,55.0,22.0,105.0,40.5
11347,0,46,151.0,56.0,2.0,81.0,38.3
10606,0,79,153.0,53.0,5.0,87.0,39.2
13532,0,74,178.0,81.0,30.0,101.0,41.0
12937,1,47,180.0,80.0,26.0,101.0,40.7
13562,0,79,160.0,63.0,8.0,100.0,39.6
10083,0,72,165.0,66.0,3.0,85.0,39.1
2447,1,25,173.0,72.0,22.0,93.0,40.5
11721,1,38,192.0,92.0,7.0,90.0,39.1
13543,1,51,211.0,116.0,24.0,103.0,40.7
9311,1,51,174.0,74.0,26.0,109.0,40.6
7100,0,47,183.0,79.0,1.0,84.0,37.8
13021,0,27,161.0,57.0,9.0,88.0,39.8
6611,0,64,169.0,64.0,11.0,94.0,39.9
10531,0,40,156.0,60.0,13.0,95.0,40.4
10979,0,27,178.0,77.0,19.0,104.0,40.7
10914,1,43,170.0,76.0,4.0,86.0,38.9
12611,1,67,188.0,99.0,7.0,82.0,39.3
14852,0,53,157.0,65.0,10.0,97.0,39.9
9391,0,33,158.0,59.0,20.0,96.0,40.5
8943,0,24,163.0,60.0,6.0,78.0,39.5
6870,0,39,161.0,63.0,16.0,94.0,40.1
12768,1,44,182.0,86.0,26.0,107.0,40.7
7197,1,67,177.0,80.0,14.0,90.0,40.0
11578,1,54,203.0,110.0,16.0,94.0,40.2
1459,1,49,202.0,104.0,18.0,101.0,40.7
14900,1,43,180.0,79.0,1.0,78.0,37.4
3441,1,38,188.0,85.0,7.0,75.0,39.4
13049,1,26,195.0,86.0,26.0,102.0,40.7
8327,0,31,163.0,59.0,16.0,90.0,40.5
12829,1,29,187.0,85.0,3.0,82.0,38.2
10295,0,31,162.0,68.0,5.0,84.0,39.3
13288,1,29,187.0,92.0,13.0,95.0,40.0
10159,1,67,183.0,81.0,29.0,114.0,41.2
7712,0,30,170.0,62.0,18.0,96.0,40.5
11378,1,32,192.0,90.0,2.0,83.0,38.2
8631,1,31,204.0,101.0,8.0,95.0,39.6
11283,0,23,172.0,70.0,17.0,104.0,40.4
6363,0,43,162.0,59.0,9.0,90.0,39.7
6517,1,38,206.0,105.0,26.0,114.0,40.7
2673,0,33,167.0,65.0,18.0,98.0,40.6
134,1,46,179.0,84.0,6.0,82.0,39.2
4303,0,30,159.0,60.0,16.0,89.0,40.4
6867,1,33,172.0,74.0,14.0,99.0,40.1
7586,1,31,187.0,82.0,27.0,105.0,40.5
14049,0,51,164.0,67.0,11.0,91.0,40.0
2929,1,24,205.0,99.0,18.0,94.0,40.7
10308,0,25,157.0,58.0,29.0,104.0,40.8
7053,0,40,170.0,64.0,24.0,106.0,40.9
799,1,38,182.0,77.0,21.0,102.0,40.5
10626,1,36,190.0,94.0,26.0,109.0,40.6
13763,0,56,166.0,67.0,20.0,101.0,40.8
10885,0,20,168.0,64.0,24.0,104.0,40.7
427,0,37,178.0,74.0,24.0,104.0,40.8
9413,0,33,181.0,75.0,5.0,81.0,39.4
13387,1,25,179.0,86.0,8.0,81.0,39.4
10064,1,62,183.0,86.0,19.0,97.0,40.9
8035,0,36,139.0,47.0,29.0,112.0,41.2
5156,0,54,153.0,55.0,28.0,111.0,40.7
6503,1,78,195.0,105.0,10.0,96.0,40.1
11973,1,27,205.0,109.0,26.0,103.0,41.0
6685,0,21,180.0,69.0,5.0,91.0,39.5
13404,1,71,175.0,75.0,16.0,91.0,40.1
4509,1,71,185.0,93.0,24.0,102.0,40.9
1255,0,64,174.0,69.0,4.0,88.0,38.7
5404,0,46,171.0,70.0,9.0,92.0,39.7
6424,0,30,162.0,61.0,20.0,102.0,40.5
12522,0,54,159.0,63.0,16.0,96.0,40.3
14328,0,29,163.0,62.0,18.0,105.0,39.9
8064,0,26,163.0,61.0,17.0,97.0,40.2
8834,0,52,161.0,63.0,14.0,96.0,40.0
5768,1,55,199.0,94.0,22.0,98.0,40.5
6108,0,51,166.0,67.0,11.0,89.0,39.5
9804,1,30,194.0,96.0,9.0,91.0,39.6
3131,1,30,188.0,93.0,24.0,105.0,40.8
2318,0,51,152.0,57.0,20.0,93.0,40.6
1926,1,74,200.0,109.0,17.0,99.0,40.1
10841,0,78,158.0,55.0,14.0,96.0,40.0
9834,0,74,148.0,50.0,30.0,113.0,40.7
3037,1,39,185.0,90.0,13.0,100.0,40.0
8449,0,28,155.0,54.0,11.0,87.0,40.2
6275,0,21,172.0,63.0,9.0,91.0,39.7
8887,1,45,193.0,97.0,8.0,93.0,39.4
8675,0,66,167.0,64.0,14.0,95.0,39.8
11533,0,39,162.0,68.0,17.0,102.0,40.2
11571,1,65,190.0,94.0,26.0,102.0,40.9
9767,1,43,190.0,92.0,15.0,97.0,40.3
11971,0,21,173.0,71.0,2.0,82.0,38.5
3694,0,42,156.0,54.0,7.0,86.0,39.3
8525,1,58,175.0,80.0,14.0,93.0,40.1
4506,0,25,155.0,55.0,18.0,95.0,40.8
3746,1,29,165.0,66.0,17.0,92.0,40.4
7920,1,77,178.0,80.0,11.0,90.0,40.1
14702,0,25,164.0,59.0,5.0,97.0,39.6
12181,0,48,168.0,64.0,24.0,106.0,40.7
8538,1,29,182.0,81.0,18.0,99.0,40.7
4852,1,41,174.0,74.0,4.0,80.0,38.8
9364,1,53,180.0,85.0,13.0,94.0,40.0
381,1,56,186.0,93.0,14.0,91.0,40.0
11398,1,23,185.0,88.0,5.0,90.0,39.5
4246,1,44,166.0,75.0,3.0,93.0,38.6
7474,1,37,189.0,94.0,3.0,91.0,38.7
4074,0,21,164.0,61.0,19.0,95.0,40.3
2788,0,22,178.0,80.0,5.0,89.0,39.4
6627,0,31,155.0,56.0,5.0,83.0,39.4
0,1,68,190.0,94.0,29.0,105.0,40.8
14885,0,34,186.0,72.0,17.0,99.0,40.6
7387,1,23,193.0,92.0,22.0,110.0,40.6
3060,0,24,169.0,67.0,23.0,112.0,40.4
12664,0,32,158.0,55.0,24.0,110.0,40.8
2549,1,21,195.0,92.0,19.0,100.0,40.5
12730,1,24,184.0,83.0,11.0,93.0,40.0
5927,0,52,178.0,74.0,22.0,98.0,40.4
10984,1,42,192.0,92.0,7.0,91.0,38.9
11684,1,23,200.0,99.0,26.0,107.0,40.9
10879,1,55,195.0,92.0,23.0,91.0,40.7
3503,0,39,165.0,62.0,28.0,107.0,40.7
7859,1,63,183.0,80.0,28.0,111.0,41.2
4073,0,54,161.0,60.0,9.0,94.0,39.5
7654,0,25,166.0,59.0,14.0,88.0,40.2
5667,0,20,166.0,60.0,23.0,102.0,40.6
316,0,23,169.0,68.0,25.0,114.0,40.9
2314,0,67,155.0,56.0,6.0,82.0,38.7
6735,0,50,177.0,75.0,16.0,96.0,40.4
9378,1,67,184.0,86.0,2.0,81.0,38.2
7460,0,37,179.0,71.0,19.0,99.0,40.8
2018,0,78,152.0,57.0,12.0,83.0,40.0
3316,0,49,153.0,52.0,24.0,104.0,40.7
4442,0,37,160.0,59.0,9.0,95.0,39.9
5245,0,37,167.0,61.0,10.0,89.0,39.9
9705,0,61,159.0,61.0,15.0,90.0,40.2
9682,1,63,184.0,85.0,28.0,110.0,40.9
7861,0,67,155.0,53.0,11.0,88.0,39.9
5120,0,20,161.0,60.0,12.0,103.0,40.3
6109,0,40,172.0,64.0,27.0,101.0,40.5
7146,0,68,173.0,74.0,22.0,102.0,40.1
5896,1,34,182.0,88.0,13.0,106.0,40.2
13320,0,32,158.0,57.0,19.0,101.0,40.4
9864,0,34,178.0,74.0,10.0,99.0,39.7
6178,0,39,156.0,59.0,13.0,94.0,40.2
10032,1,30,184.0,90.0,22.0,105.0,40.4
5224,0,70,163.0,68.0,23.0,92.0,40.7
4614,1,35,200.0,98.0,5.0,93.0,39.4
8203,0,38,168.0,66.0,2.0,78.0,38.5
4168,0,41,152.0,56.0,26.0,110.0,40.9
10556,1,34,183.0,81.0,3.0,84.0,38.5
6302,0,77,182.0,84.0,4.0,88.0,38.7
10989,1,61,167.0,70.0,9.0,86.0,39.9
216,1,26,191.0,86.0,8.0,83.0,39.3
8882,1,22,198.0,91.0,23.0,102.0,40.8
5758,1,62,173.0,73.0,4.0,79.0,39.1
1851,1,49,181.0,84.0,28.0,104.0,40.8
5430,1,76,188.0,93.0,30.0,105.0,41.2
3448,0,35,167.0,63.0,24.0,100.0,40.7
14636,1,30,178.0,83.0,27.0,110.0,40.6
866,1,22,173.0,79.0,29.0,115.0,40.7
8486,0,21,160.0,56.0,9.0,86.0,39.9
43,0,54,171.0,66.0,20.0,98.0,40.1
17,1,46,169.0,67.0,11.0,89.0,40.2
11609,1,28,196.0,90.0,17.0,100.0,40.3
12346,1,79,195.0,106.0,15.0,91.0,40.0
1883,1,57,180.0,87.0,19.0,90.0,40.2
1694,0,73,190.0,91.0,18.0,103.0,40.1
9979,0,52,169.0,70.0,21.0,108.0,40.8
2372,1,77,175.0,79.0,4.0,84.0,38.8
9672,1,53,201.0,98.0,16.0,94.0,40.2
12517,1,69,180.0,83.0,20.0,100.0,40.7
5771,1,53,187.0,94.0,16.0,99.0,40.3
9859,0,29,156.0,59.0,7.0,87.0,39.7
4717,1,27,174.0,81.0,8.0,77.0,39.7
9930,0,77,165.0,65.0,12.0,93.0,40.4
12680,1,71,179.0,82.0,19.0,89.0,40.6
8524,0,38,144.0,48.0,17.0,98.0,40.1
5460,0,28,177.0,70.0,14.0,93.0,40.0
3837,1,25,193.0,99.0,4.0,91.0,38.9
13538,1,20,174.0,69.0,17.0,98.0,40.4
6083,0,42,154.0,58.0,30.0,112.0,40.7
10780,0,46,151.0,57.0,11.0,97.0,39.9
8506,0,60,170.0,71.0,3.0,82.0,38.1
9112,1,26,177.0,75.0,11.0,85.0,39.9
7884,0,33,153.0,51.0,14.0,102.0,40.2
12412,0,22,159.0,57.0,21.0,105.0,40.5
12345,1,28,180.0,77.0,2.0,82.0,38.0
13959,0,27,185.0,76.0,16.0,99.0,40.6
13258,0,21,163.0,60.0,3.0,86.0,38.6
12220,1,38,192.0,97.0,6.0,79.0,39.3
3305,1,51,178.0,85.0,11.0,90.0,40.0
259,1,24,183.0,80.0,27.0,116.0,40.6
12648,0,37,166.0,60.0,23.0,101.0,40.8
443,1,75,172.0,74.0,10.0,98.0,39.7
9197,1,76,190.0,94.0,7.0,90.0,39.0
14289,1,33,183.0,81.0,20.0,90.0,40.3
6800,1,52,194.0,92.0,15.0,100.0,40.2
532,1,62,195.0,99.0,18.0,97.0,40.3
10111,1,57,177.0,83.0,8.0,91.0,39.6
7748,0,24,156.0,58.0,16.0,105.0,40.4
10643,1,65,187.0,85.0,23.0,101.0,40.6
8513,1,38,179.0,86.0,15.0,108.0,40.3
14927,1,28,197.0,98.0,7.0,85.0,39.6
14516,1,42,190.0,93.0,19.0,105.0,40.5
13858,1,66,170.0,72.0,13.0,98.0,40.3
8890,0,52,159.0,58.0,11.0,86.0,39.7
13770,0,44,173.0,71.0,25.0,103.0,40.5
430,0,26,169.0,62.0,9.0,80.0,40.2
6372,0,61,154.0,57.0,16.0,102.0,40.1
4993,0,38,153.0,51.0,28.0,105.0,41.1
2328,1,54,166.0,76.0,2.0,83.0,38.3
11484,1,61,189.0,88.0,17.0,105.0,40.3
10440,1,69,189.0,91.0,2.0,83.0,37.6
7224,1,53,182.0,86.0,18.0,96.0,40.5
577,0,26,175.0,66.0,4.0,80.0,39.1
13945,0,21,180.0,67.0,19.0,100.0,40.3
6118,0,32,150.0,49.0,8.0,82.0,39.5
684,1,51,198.0,94.0,17.0,87.0,40.1
5830,0,36,163.0,58.0,2.0,78.0,38.2
13635,0,24,166.0,63.0,13.0,100.0,40.1
7464,0,54,174.0,69.0,7.0,78.0,39.6
14094,0,60,155.0,56.0,25.0,110.0,40.8
3785,0,70,158.0,65.0,28.0,98.0,40.9
8079,1,55,179.0,87.0,3.0,80.0,38.6
1698,1,36,195.0,100.0,4.0,77.0,39.0
761,1,65,172.0,80.0,14.0,96.0,39.9
7434,0,32,163.0,62.0,18.0,99.0,40.4
6399,1,45,176.0,76.0,17.0,97.0,40.3
796,1,38,177.0,77.0,26.0,113.0,41.1
6569,0,67,171.0,72.0,11.0,88.0,39.9
4089,1,38,202.0,108.0,19.0,100.0,40.4
12899,0,36,155.0,56.0,18.0,104.0,40.6
9161,1,76,199.0,106.0,2.0,80.0,38.1
12441,1,42,180.0,84.0,1.0,87.0,37.8
12152,1,27,172.0,71.0,13.0,96.0,40.2
12507,1,73,174.0,81.0,28.0,110.0,40.7
12280,0,20,176.0,72.0,13.0,90.0,40.2
13392,1,27,166.0,65.0,13.0,88.0,40.3
2546,0,55,149.0,52.0,14.0,92.0,40.1
14979,0,25,167.0,65.0,17.0,96.0,40.7
1941,0,20,155.0,51.0,11.0,86.0,39.9
8898,0,26,159.0,58.0,28.0,114.0,40.7
5375,1,35,171.0,67.0,7.0,94.0,39.4
14504,0,40,165.0,64.0,8.0,87.0,39.9
9814,0,58,156.0,57.0,27.0,110.0,40.6
4257,1,43,190.0,96.0,11.0,98.0,39.7
3068,1,50,191.0,96.0,20.0,90.0,40.6
10930,1,56,185.0,91.0,18.0,102.0,40.4
14418,1,32,169.0,71.0,5.0,86.0,39.4
1654,0,36,157.0,54.0,26.0,105.0,40.6
7200,0,41,142.0,47.0,26.0,107.0,40.8
4339,0,43,150.0,54.0,23.0,106.0,40.7
9898,1,37,186.0,93.0,27.0,113.0,41.2
11337,1,39,185.0,87.0,26.0,110.0,40.9
591,1,22,171.0,77.0,2.0,81.0,38.6
5146,1,25,183.0,84.0,1.0,79.0,37.8
10214,0,23,174.0,69.0,8.0,89.0,39.7
7078,1,40,187.0,93.0,15.0,89.0,40.1
1041,1,25,205.0,110.0,22.0,96.0,40.8
5076,0,35,164.0,58.0,7.0,94.0,39.7
2392,0,63,168.0,65.0,19.0,96.0,40.3
2517,0,30,154.0,56.0,11.0,90.0,40.1
2221,1,33,178.0,82.0,30.0,108.0,41.1
8457,1,51,172.0,72.0,14.0,102.0,40.5
9837,1,65,175.0,82.0,20.0,98.0,40.6
4884,1,26,192.0,90.0,17.0,109.0,40.5
3877,1,58,181.0,82.0,25.0,104.0,41.0
7443,0,77,176.0,72.0,30.0,110.0,41.0
7283,0,52,174.0,69.0,26.0,107.0,41.0
11950,1,33,201.0,103.0,20.0,98.0,40.4
4438,0,45,160.0,61.0,13.0,102.0,40.1
9572,0,41,158.0,58.0,13.0,89.0,40.2
7775,0,63,177.0,72.0,20.0,97.0,40.3
